input,output
5.9080137236,91.5332934881
3.3267636062,36.1150030022
-8.7116573728,129.6509762452
8.4342231854,171.5749110373
9.7785400034,224.5753092076
8.6873218687,181.0010881057
-0.6949621731,2.8810583248
-4.41444364,29.731294382
-2.3270451397,7.8491427456
-4.0157682721,24.2054848145
-6.2932823724,64.3309589209
-8.0409123814,109.1898067066
-9.3114614659,149.4722448648
-4.6757367824,33.6978185698
-8.595934129,125.9923647137
2.3206691859,21.7330184988
5.4684338492,80.2128390733
1.9930556528,17.9237086289
-2.9126945623,12.2294955393
7.7814951735,148.4478197908
-9.8558821972,168.7091811793
6.3381729186,103.3593906469
4.6230842843,60.6150694528
4.4484981382,56.9237657848
